"","ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0021700","BP","GO:0021700","developmental maturation","1/34","344/29008",0.333584008624485,0.35519551179556,0.258677584645287,"Tgfb2",1
"GO:0042063","BP","GO:0042063","gliogenesis","1/34","344/29008",0.333584008624485,0.35519551179556,0.258677584645287,"Tgfb2",1
"GO:0016311","BP","GO:0016311","dephosphorylation","1/34","345/29008",0.334374482518805,0.35566555082115,0.259019899105326,"Tgfb2",1
"GO:0009150","BP","GO:0009150","purine ribonucleotide metabolic process","1/34","348/29008",0.336740447781702,0.35780867183478,0.260580665919653,"Far1",1
"GO:0071900","BP","GO:0071900","regulation of protein serine/threonine kinase activity","1/34","349/29008",0.337527287445883,0.358271151986827,0.260917475492705,"Adra2a",1
"GO:0045862","BP","GO:0045862","positive regulation of proteolysis","1/34","351/29008",0.339098249717368,0.359564117026012,0.261859100773037,"Adra2a",1
"GO:0015711","BP","GO:0015711","organic anion transport","1/34","352/29008",0.339882374346939,0.360020934989117,0.262191786754122,"Slco3a1",1
"GO:0031667","BP","GO:0031667","response to nutrient levels","1/34","358/29008",0.344568194567256,0.364605389682278,0.265530499174636,"Ulk1",1
"GO:0007517","BP","GO:0007517","muscle organ development","1/34","360/29008",0.346122948272459,0.365870626856469,0.266451931133527,"Tgfb2",1
"GO:1903532","BP","GO:1903532","positive regulation of secretion by cell","1/34","361/29008",0.346898982193108,0.366310945963499,0.266772601522924,"Tgfb2",1
"GO:0018209","BP","GO:0018209","peptidyl-serine modification","1/34","365/29008",0.349994188309845,0.369196767999722,0.268874253850322,"Ulk1",1
"GO:0050878","BP","GO:0050878","regulation of body fluid levels","1/34","366/29008",0.350765762432578,0.369628037144568,0.269188333440339,"Adra2a",1
"GO:0009259","BP","GO:0009259","ribonucleotide metabolic process","1/34","367/29008",0.351536447582962,0.369675583165158,0.269222959693649,"Far1",1
"GO:0046879","BP","GO:0046879","hormone secretion","1/34","367/29008",0.351536447582962,0.369675583165158,0.269222959693649,"Adra2a",1
"GO:0062012","BP","GO:0062012","regulation of small molecule metabolic process","1/34","369/29008",0.353075154938526,0.37052892160902,0.269844418918815,"Plin5",1
"GO:1990778","BP","GO:1990778","protein localization to cell periphery","1/34","369/29008",0.353075154938526,0.37052892160902,0.269844418918815,"Scn3b",1
"GO:0006163","BP","GO:0006163","purine nucleotide metabolic process","1/34","373/29008",0.356141945611631,0.373362801006432,0.271908243075806,"Far1",1
"GO:0009914","BP","GO:0009914","hormone transport","1/34","375/29008",0.35767004474361,0.374194841472011,0.272514191661348,"Adra2a",1
"GO:0018205","BP","GO:0018205","peptidyl-lysine modification","1/34","375/29008",0.35767004474361,0.374194841472011,0.272514191661348,"Arid5a",1
"GO:0019693","BP","GO:0019693","ribose phosphate metabolic process","1/34","379/29008",0.360715690006272,0.376994141657837,0.274552832879268,"Far1",1
"GO:0043010","BP","GO:0043010","camera-type eye development","1/34","381/29008",0.362233251848942,0.378192298805402,0.27542541259006,"Tgfb2",1
"GO:1901214","BP","GO:1901214","regulation of neuron death","1/34","384/29008",0.364503040656372,0.380172567480904,0.27686757923045,"Tgfb2",1
"GO:0051480","BP","GO:0051480","regulation of cytosolic calcium ion concentration","1/34","386/29008",0.366011875278861,0.381355931399958,0.277729385503818,"Tgfb2",1
"GO:0007178","BP","GO:0007178","transmembrane receptor protein serine/threonine kinase signaling pathway","1/34","387/29008",0.36676498813752,0.381364623297235,0.277735715535923,"Tgfb2",1
"GO:0032496","BP","GO:0032496","response to lipopolysaccharide","1/34","388/29008",0.367517232657394,0.381364623297235,0.277735715535923,"Arid5a",1
"GO:0051052","BP","GO:0051052","regulation of DNA metabolic process","1/34","388/29008",0.367517232657394,0.381364623297235,0.277735715535923,"Dach1",1
"GO:1902903","BP","GO:1902903","regulation of supramolecular fiber organization","1/34","388/29008",0.367517232657394,0.381364623297235,0.277735715535923,"Arpc1b",1
"GO:0009991","BP","GO:0009991","response to extracellular stimulus","1/34","391/29008",0.369768765887945,0.383310653550169,0.279152947423035,"Ulk1",1
"GO:0060562","BP","GO:0060562","epithelial tube morphogenesis","1/34","394/29008",0.372012518958402,0.38524467156363,0.280561431178512,"Tgfb2",1
"GO:0072521","BP","GO:0072521","purine-containing compound metabolic process","1/34","395/29008",0.372758712232863,0.385625510421611,0.280838783995905,"Far1",1
"GO:0051098","BP","GO:0051098","regulation of binding","1/34","397/29008",0.374248517941118,0.386774076858011,0.28167524837033,"Tgfb2",1
"GO:0008380","BP","GO:0008380","RNA splicing","1/34","398/29008",0.374992132298882,0.38714993192762,0.281948971653295,"Nova1",1
"GO:2001233","BP","GO:2001233","regulation of apoptotic signaling pathway","1/34","402/29008",0.377958022151897,0.389817028919821,0.283891333493594,"Tgfb2",1
"GO:0050678","BP","GO:0050678","regulation of epithelial cell proliferation","1/34","403/29008",0.378697357509754,0.390184638324003,0.284159051720905,"Tgfb2",1
"GO:0048638","BP","GO:0048638","regulation of developmental growth","1/34","406/29008",0.380910249818192,0.392068226833068,0.285530809273604,"Ulk1",1
"GO:0002237","BP","GO:0002237","response to molecule of bacterial origin","1/34","409/29008",0.383115491484454,0.393940147146982,0.286894069251198,"Arid5a",1
"GO:0006887","BP","GO:0006887","exocytosis","1/34","415/29008",0.387503125414137,0.397649229402825,0.289595275790498,"Adra2a",1
"GO:0051047","BP","GO:0051047","positive regulation of secretion","1/34","415/29008",0.387503125414137,0.397649229402825,0.289595275790498,"Tgfb2",1
"GO:0001503","BP","GO:0001503","ossification","1/34","417/29008",0.388958927604362,0.398741596809703,0.290390812200651,"Csgalnact1",1
"GO:0043161","BP","GO:0043161","proteasome-mediated ubiquitin-dependent protein catabolic process","1/34","423/29008",0.393306212246919,0.402792995255889,0.293341316724758,"Gna12",1
"GO:0051090","BP","GO:0051090","regulation of DNA-binding transcription factor activity","1/34","425/29008",0.394748624812267,0.40386430590733,0.294121518170205,"Slco3a1",1
"GO:0070997","BP","GO:0070997","neuron death","1/34","428/29008",0.396906004673697,0.405664211396688,0.295432332043453,"Tgfb2",1
"GO:0001654","BP","GO:0001654","eye development","1/34","430/29008",0.398340109448206,0.406722015558839,0.296202697142691,"Tgfb2",1
"GO:0150063","BP","GO:0150063","visual system development","1/34","433/29008",0.400485062473499,0.408502781441938,0.297499572249952,"Tgfb2",1
"GO:0006816","BP","GO:0006816","calcium ion transport","1/34","434/29008",0.401198396082455,0.408821165608022,0.297731441303295,"Tgfb2",1
"GO:0006914","BP","GO:0006914","autophagy","1/34","437/29008",0.403333457641814,0.409767490864416,0.29842061986407,"Ulk1",1
"GO:0048880","BP","GO:0048880","sensory system development","1/34","437/29008",0.403333457641814,0.409767490864416,0.29842061986407,"Tgfb2",1
"GO:0061919","BP","GO:0061919","process utilizing autophagic mechanism","1/34","437/29008",0.403333457641814,0.409767490864416,0.29842061986407,"Ulk1",1
"GO:0006631","BP","GO:0006631","fatty acid metabolic process","1/34","439/29008",0.404752725172304,0.410799827640018,0.299172437876362,"Plin5",1
"GO:0009117","BP","GO:0009117","nucleotide metabolic process","1/34","451/29008",0.413199771845694,0.418539331521633,0.304808872189196,"Far1",1
"GO:0050767","BP","GO:0050767","regulation of neurogenesis","1/34","451/29008",0.413199771845694,0.418539331521633,0.304808872189196,"Ulk1",1
"GO:0007015","BP","GO:0007015","actin filament organization","1/34","453/29008",0.414596254649183,0.418705236360275,0.304929695402091,"Arpc1b",1
"GO:0010563","BP","GO:0010563","negative regulation of phosphorus metabolic process","1/34","453/29008",0.414596254649183,0.418705236360275,0.304929695402091,"Tgfb2",1
"GO:0045936","BP","GO:0045936","negative regulation of phosphate metabolic process","1/34","453/29008",0.414596254649183,0.418705236360275,0.304929695402091,"Tgfb2",1
"GO:0002683","BP","GO:0002683","negative regulation of immune system process","1/34","460/29008",0.419458588150659,0.422638548249107,0.307794201245411,"Tgfb2",1
"GO:0006753","BP","GO:0006753","nucleoside phosphate metabolic process","1/34","460/29008",0.419458588150659,0.422638548249107,0.307794201245411,"Far1",1
"GO:0014706","BP","GO:0014706","striated muscle tissue development","1/34","461/29008",0.420149999387974,0.422638548249107,0.307794201245411,"Tgfb2",1
"GO:0016570","BP","GO:0016570","histone modification","1/34","461/29008",0.420149999387974,0.422638548249107,0.307794201245411,"Arid5a",1
"GO:0006397","BP","GO:0006397","mRNA processing","1/34","469/29008",0.425652590945129,0.427751469598704,0.311517779109639,"Nova1",1
"GO:0045785","BP","GO:0045785","positive regulation of cell adhesion","1/34","471/29008",0.42702029979173,0.428281186503713,0.311903555069591,"Tgfb2",1
"GO:0050673","BP","GO:0050673","epithelial cell proliferation","1/34","471/29008",0.42702029979173,0.428281186503713,0.311903555069591,"Tgfb2",1
"GO:0002449","BP","GO:0002449","lymphocyte mediated immunity","1/34","477/29008",0.431104486321232,0.431952282754509,0.314577097610587,"Arid5a",1
"GO:0002460","BP","GO:0002460","adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains","1/34","480/29008",0.433135969570587,0.433561446947376,0.315749000669283,"Arid5a",1
"GO:0006874","BP","GO:0006874","cellular calcium ion homeostasis","1/34","490/29008",0.439856856840229,0.439856856840229,0.32033374729855,"Tgfb2",1
"GO:0098791","CC","GO:0098791","Golgi apparatus subcompartment","4/34","307/28886",0.0004512173843721,0.0402951110933408,0.0303608593279465,"Csgalnact1/Tgfb2/Chid1/Stx6",4
"GO:0055037","CC","GO:0055037","recycling endosome","3/34","158/28886",0.000848318128280858,0.0402951110933408,0.0303608593279465,"Stx6/Lztr1/Clcn4",3
"GO:0005802","CC","GO:0005802","trans-Golgi network","3/34","246/28886",0.00300441769950917,0.0951398938177905,0.0716843521286399,"Tgfb2/Chid1/Stx6",3
"GO:0140268","CC","GO:0140268","endoplasmic reticulum-plasma membrane contact site","1/34","10/28886",0.0117100736805709,0.149303542333172,0.112494635774579,"Osbpl5",1
"GO:0034045","CC","GO:0034045","phagophore assembly site membrane","1/34","12/28886",0.0140360645680506,0.149303542333172,0.112494635774579,"Ulk1",1
"GO:0098691","CC","GO:0098691","dopaminergic synapse","1/34","13/28886",0.0151970666392803,0.149303542333172,0.112494635774579,"Adra2a",1
"GO:0005779","CC","GO:0005779","integral component of peroxisomal membrane","1/34","16/28886",0.0186721170257245,0.149303542333172,0.112494635774579,"Far1",1
"GO:0098793","CC","GO:0098793","presynapse","3/34","489/28886",0.0195631465858505,0.149303542333172,0.112494635774579,"Stx6/Clcn4/Adra2a",3
"GO:0001518","CC","GO:0001518","voltage-gated sodium channel complex","1/34","17/28886",0.0198278201092416,0.149303542333172,0.112494635774579,"Scn3b",1
"GO:0031231","CC","GO:0031231","intrinsic component of peroxisomal membrane","1/34","17/28886",0.0198278201092416,0.149303542333172,0.112494635774579,"Far1",1
"GO:0032580","CC","GO:0032580","Golgi cisterna membrane","1/34","18/28886",0.0209822021147246,0.149303542333172,0.112494635774579,"Csgalnact1",1
"GO:0030285","CC","GO:0030285","integral component of synaptic vesicle membrane","1/34","19/28886",0.0221352645065803,0.149303542333172,0.112494635774579,"Stx6",1
"GO:0008021","CC","GO:0008021","synaptic vesicle","2/34","205/28886",0.0242267767279762,0.149303542333172,0.112494635774579,"Stx6/Clcn4",2
"GO:0000421","CC","GO:0000421","autophagosome membrane","1/34","24/28886",0.0278808334057059,0.149303542333172,0.112494635774579,"Ulk1",1
"GO:0030057","CC","GO:0030057","desmosome","1/34","24/28886",0.0278808334057059,0.149303542333172,0.112494635774579,"Kazn",1
"GO:0098563","CC","GO:0098563","intrinsic component of synaptic vesicle membrane","1/34","25/28886",0.0290260087803922,0.149303542333172,0.112494635774579,"Stx6",1
"GO:0005774","CC","GO:0005774","vacuolar membrane","2/34","228/28886",0.0294849887786249,0.149303542333172,0.112494635774579,"Ulk1/Clcn4",2
"GO:0070382","CC","GO:0070382","exocytic vesicle","2/34","228/28886",0.0294849887786249,0.149303542333172,0.112494635774579,"Stx6/Clcn4",2
"GO:0034706","CC","GO:0034706","sodium channel complex","1/34","27/28886",0.0313124327614748,0.149303542333172,0.112494635774579,"Scn3b",1
"GO:0000407","CC","GO:0000407","phagophore assembly site","1/34","31/28886",0.0358696142483338,0.149303542333172,0.112494635774579,"Ulk1",1
"GO:0005834","CC","GO:0005834","heterotrimeric G-protein complex","1/34","35/28886",0.0404059842025266,0.149303542333172,0.112494635774579,"Gna12",1
"GO:1905360","CC","GO:1905360","GTPase complex","1/34","35/28886",0.0404059842025266,0.149303542333172,0.112494635774579,"Gna12",1
"GO:0010008","CC","GO:0010008","endosome membrane","2/34","275/28886",0.0414861058912838,0.149303542333172,0.112494635774579,"Lztr1/Clcn4",2
"GO:0001533","CC","GO:0001533","cornified envelope","1/34","38/28886",0.0437946595631082,0.149303542333172,0.112494635774579,"Kazn",1
"GO:0032588","CC","GO:0032588","trans-Golgi network membrane","1/34","38/28886",0.0437946595631082,0.149303542333172,0.112494635774579,"Stx6",1
"GO:0097546","CC","GO:0097546","ciliary base","1/34","40/28886",0.0460473208109502,0.149303542333172,0.112494635774579,"Clcn4",1
"GO:0044232","CC","GO:0044232","organelle membrane contact site","1/34","41/28886",0.0471717190322783,0.149303542333172,0.112494635774579,"Osbpl5",1
"GO:0031463","CC","GO:0031463","Cul3-RING ubiquitin ligase complex","1/34","44/28886",0.0505372012250579,0.149303542333172,0.112494635774579,"Lztr1",1
"GO:0019898","CC","GO:0019898","extrinsic component of membrane","2/34","309/28886",0.0511257045939731,0.149303542333172,0.112494635774579,"Ulk1/Gna12",2
"GO:0005778","CC","GO:0005778","peroxisomal membrane","1/34","46/28886",0.0527744432128634,0.149303542333172,0.112494635774579,"Far1",1
"GO:0031903","CC","GO:0031903","microbody membrane","1/34","46/28886",0.0527744432128634,0.149303542333172,0.112494635774579,"Far1",1
"GO:0030133","CC","GO:0030133","transport vesicle","2/34","315/28886",0.0529037909022376,0.149303542333172,0.112494635774579,"Stx6/Clcn4",2
"GO:0005769","CC","GO:0005769","early endosome","2/34","321/28886",0.0547039813943503,0.149303542333172,0.112494635774579,"Stx6/Clcn4",2
"GO:0031201","CC","GO:0031201","SNARE complex","1/34","48/28886",0.0550065682280109,0.149303542333172,0.112494635774579,"Stx6",1
"GO:0031312","CC","GO:0031312","extrinsic component of organelle membrane","1/34","48/28886",0.0550065682280109,0.149303542333172,0.112494635774579,"Ulk1",1
"GO:0055038","CC","GO:0055038","recycling endosome membrane","1/34","52/28886",0.0594555127142227,0.153851888460326,0.115921644490883,"Lztr1",1
"GO:0000151","CC","GO:0000151","ubiquitin ligase complex","2/34","338/28886",0.0599212618213902,0.153851888460326,0.115921644490883,"Dcun1d4/Lztr1",2
"GO:0031301","CC","GO:0031301","integral component of organelle membrane","2/34","346/28886",0.0624343925866536,0.156085981466634,0.117604950024721,"Stx6/Far1",2
"GO:0031300","CC","GO:0031300","intrinsic component of organelle membrane","2/34","366/28886",0.0688724009262722,0.164804660822837,0.124174148874825,"Stx6/Far1",2
"GO:0031985","CC","GO:0031985","Golgi cisterna","1/34","61/28886",0.0693914361359316,0.164804660822837,0.124174148874825,"Csgalnact1",1
"GO:0005643","CC","GO:0005643","nuclear pore","1/34","67/28886",0.0759587068787724,0.176001881792277,0.132610836142658,"Nup210",1
"GO:0005776","CC","GO:0005776","autophagosome","1/34","75/28886",0.0846451332119152,0.188157597011324,0.141769712983602,"Ulk1",1
"GO:0005635","CC","GO:0005635","nuclear envelope","2/34","423/28886",0.0883371646142571,0.188157597011324,0.141769712983602,"Nup210/Agpat5",2
"GO:0031526","CC","GO:0031526","brush border membrane","1/34","79/28886",0.0889585735748073,0.188157597011324,0.141769712983602,"Gna12",1
"GO:0030672","CC","GO:0030672","synaptic vesicle membrane","1/34","81/28886",0.0911078890791674,0.188157597011324,0.141769712983602,"Stx6",1
"GO:0099501","CC","GO:0099501","exocytic vesicle membrane","1/34","81/28886",0.0911078890791674,0.188157597011324,0.141769712983602,"Stx6",1
"GO:1902554","CC","GO:1902554","serine/threonine protein kinase complex","1/34","84/28886",0.0943226373046082,0.190652139232719,0.143649257261217,"Ulk1",1
"GO:0005795","CC","GO:0005795","Golgi stack","1/34","86/28886",0.0964596686985316,0.190909760965844,0.143843365603073,"Csgalnact1",1
"GO:0005667","CC","GO:0005667","transcription regulator complex","2/34","475/28886",0.107352221472274,0.20813185795645,0.156819571645857,"Dach1/Arid5a",2
"GO:0045177","CC","GO:0045177","apical part of cell","2/34","483/28886",0.110370839000714,0.208854597916489,0.157364129178075,"Srr/Slco3a1",2
"GO:1902911","CC","GO:1902911","protein kinase complex","1/34","101/28886",0.112332138706699,0.208854597916489,0.157364129178075,"Ulk1",1
"GO:0005811","CC","GO:0005811","lipid droplet","1/34","105/28886",0.116518880942883,0.208854597916489,0.157364129178075,"Plin5",1
"GO:0031234","CC","GO:0031234","extrinsic component of cytoplasmic side of plasma membrane","1/34","105/28886",0.116518880942883,0.208854597916489,0.157364129178075,"Gna12",1
"GO:0045335","CC","GO:0045335","phagocytic vesicle","1/34","113/28886",0.124834943824554,0.219617030802456,0.165473219884399,"Stx6",1
"GO:0005604","CC","GO:0005604","basement membrane","1/34","119/28886",0.131022081340018,0.222269602273244,0.167471833291752,"Tgfb2",1
"GO:0030658","CC","GO:0030658","transport vesicle membrane","1/34","119/28886",0.131022081340018,0.222269602273244,0.167471833291752,"Stx6",1
"GO:0030018","CC","GO:0030018","Z disc","1/34","130/28886",0.142255083831013,0.237091806385022,0.178639809797025,"Scn3b",1
"GO:0031674","CC","GO:0031674","I band","1/34","143/28886",0.155348814723053,0.251246100663467,0.18930454122012,"Scn3b",1
"GO:0005903","CC","GO:0005903","brush border","1/34","144/28886",0.156347949827232,0.251246100663467,0.18930454122012,"Gna12",1
"GO:0005777","CC","GO:0005777","peroxisome","1/34","149/28886",0.161326443583911,0.251246100663467,0.18930454122012,"Far1",1
"GO:0042579","CC","GO:0042579","microbody","1/34","149/28886",0.161326443583911,0.251246100663467,0.18930454122012,"Far1",1
"GO:0005765","CC","GO:0005765","lysosomal membrane","1/34","171/28886",0.182895130118332,0.275794243829231,0.207800649090168,"Clcn4",1
"GO:0098852","CC","GO:0098852","lytic vacuole membrane","1/34","171/28886",0.182895130118332,0.275794243829231,0.207800649090168,"Clcn4",1
"GO:0009898","CC","GO:0009898","cytoplasmic side of plasma membrane","1/34","177/28886",0.188683435142375,0.278575093268823,0.209895915149916,"Gna12",1
"GO:0019897","CC","GO:0019897","extrinsic component of plasma membrane","1/34","179/28886",0.190604011183931,0.278575093268823,0.209895915149916,"Gna12",1
"GO:0043679","CC","GO:0043679","axon terminus","1/34","188/28886",0.199192133772332,0.283909441259332,0.213915146876837,"Adra2a",1
"GO:0098562","CC","GO:0098562","cytoplasmic side of membrane","1/34","194/28886",0.204868342939966,0.283909441259332,0.213915146876837,"Gna12",1
"GO:0030017","CC","GO:0030017","sarcomere","1/34","197/28886",0.207691784304651,0.283909441259332,0.213915146876837,"Scn3b",1
"GO:0043197","CC","GO:0043197","dendritic spine","1/34","198/28886",0.208630767166851,0.283909441259332,0.213915146876837,"Cnn3",1
"GO:0044309","CC","GO:0044309","neuron spine","1/34","203/28886",0.213309503780657,0.283909441259332,0.213915146876837,"Cnn3",1
"GO:0030139","CC","GO:0030139","endocytic vesicle","1/34","205/28886",0.215173471270231,0.283909441259332,0.213915146876837,"Stx6",1
"GO:0098862","CC","GO:0098862","cluster of actin-based cell projections","1/34","205/28886",0.215173471270231,0.283909441259332,0.213915146876837,"Gna12",1
"GO:0044306","CC","GO:0044306","neuron projection terminus","1/34","210/28886",0.219814655944465,0.286060168694851,0.215535639570636,"Adra2a",1
"GO:0034703","CC","GO:0034703","cation channel complex","1/34","216/28886",0.225348920930487,0.288556343924095,0.217416414258598,"Scn3b",1
"GO:0031461","CC","GO:0031461","cullin-RING ubiquitin ligase complex","1/34","221/28886",0.229931685196722,0.288556343924095,0.217416414258598,"Lztr1",1
"GO:0030016","CC","GO:0030016","myofibril","1/34","222/28886",0.230845075139276,0.288556343924095,0.217416414258598,"Scn3b",1
"GO:0043292","CC","GO:0043292","contractile fiber","1/34","235/28886",0.242623878645376,0.299302431058745,0.225513189052572,"Scn3b",1
"GO:0005770","CC","GO:0005770","late endosome","1/34","242/28886",0.24889360056464,0.299302431058745,0.225513189052572,"Chid1",1
"GO:0061695","CC","GO:0061695","transferase complex, transferring phosphorus-containing groups","1/34","242/28886",0.24889360056464,0.299302431058745,0.225513189052572,"Ulk1",1
"GO:0009925","CC","GO:0009925","basal plasma membrane","1/34","274/28886",0.27691943845606,0.328841833166571,0.247770023881738,"Slco3a1",1
"GO:0034702","CC","GO:0034702","ion channel complex","1/34","284/28886",0.285467431085674,0.334807480902951,0.252264916359011,"Scn3b",1
"GO:0045178","CC","GO:0045178","basal part of cell","1/34","299/28886",0.298105799464825,0.345366474989736,0.260220723537973,"Slco3a1",1
"GO:0031253","CC","GO:0031253","cell projection membrane","1/34","312/28886",0.308883327188714,0.353541157625636,0.266380041202695,"Gna12",1
"GO:0014069","CC","GO:0014069","postsynaptic density","1/34","328/28886",0.32192762592434,0.36408481503348,0.274324292767608,"Cnn3",1
"GO:0032279","CC","GO:0032279","asymmetric synapse","1/34","337/28886",0.329159699646034,0.367884370192626,0.277187115491397,"Cnn3",1
"GO:0016607","CC","GO:0016607","nuclear speck","1/34","343/28886",0.333939430253382,0.368886579931061,0.27794224305055,"Kazn",1
"GO:0099572","CC","GO:0099572","postsynaptic specialization","1/34","351/28886",0.340261014810623,0.370694156275936,0.279304184230068,"Cnn3",1
"GO:0098984","CC","GO:0098984","neuron to neuron synapse","1/34","359/28886",0.346524349553269,0.370694156275936,0.279304184230068,"Cnn3",1
"GO:1902495","CC","GO:1902495","transmembrane transporter complex","1/34","363/28886",0.349634336114338,0.370694156275936,0.279304184230068,"Scn3b",1
"GO:0016324","CC","GO:0016324","apical plasma membrane","1/34","365/28886",0.351183937524571,0.370694156275936,0.279304184230068,"Slco3a1",1
"GO:0150034","CC","GO:0150034","distal axon","1/34","371/28886",0.355811270886407,0.371370385206475,0.27981369744089,"Adra2a",1
"GO:1990351","CC","GO:1990351","transporter complex","1/34","376/28886",0.35964289935785,0.371370385206475,0.27981369744089,"Scn3b",1
"GO:0062023","CC","GO:0062023","collagen-containing extracellular matrix","1/34","393/28886",0.372505688226719,0.380516563242347,0.286705000559331,"Tgfb2",1
"GO:0043235","CC","GO:0043235","receptor complex","1/34","408/28886",0.383646673528681,0.387728021119411,0.292138564389141,"Adra2a",1
"GO:0030141","CC","GO:0030141","secretory granule","1/34","428/28886",0.398203074341371,0.398203074341371,0.30003112526552,"Tgfb2",1
"GO:0015299","MF","GO:0015299","solute:proton antiporter activity","2/32","18/28438",0.000185581019192079,0.0276515718596197,0.0167999659479145,"Tmco3/Clcn4",2
"GO:0015298","MF","GO:0015298","solute:cation antiporter activity","2/32","29/28438",0.000488665128468823,0.0364055520709273,0.0221185268675362,"Tmco3/Clcn4",2
"GO:0015291","MF","GO:0015291","secondary active transmembrane transporter activity","3/32","242/28438",0.00251580409659644,0.0981587598678503,0.0596372543174506,"Tmco3/Slco3a1/Clcn4",3
"GO:0022853","MF","GO:0022853","active ion transmembrane transporter activity","3/32","246/28438",0.00263513449309665,0.0981587598678503,0.0596372543174506,"Tmco3/Slco3a1/Clcn4",3
"GO:0015297","MF","GO:0015297","antiporter activity","2/32","83/28438",0.00394368218232681,0.106724353855399,0.0648413594600094,"Tmco3/Clcn4",2
"GO:0015078","MF","GO:0015078","proton transmembrane transporter activity","2/32","111/28438",0.0069377808533643,0.106724353855399,0.0648413594600094,"Tmco3/Clcn4",2
"GO:0022804","MF","GO:0022804","active transmembrane transporter activity","3/32","396/28438",0.00985489479789512,0.106724353855399,0.0648413594600094,"Tmco3/Slco3a1/Clcn4",3
"GO:0005247","MF","GO:0005247","voltage-gated chloride channel activity","1/32","11/28438",0.0123105504236962,0.106724353855399,0.0648413594600094,"Clcn4",1
"GO:0008061","MF","GO:0008061","chitin binding","1/32","11/28438",0.0123105504236962,0.106724353855399,0.0648413594600094,"Chid1",1
"GO:0031996","MF","GO:0031996","thioesterase binding","1/32","11/28438",0.0123105504236962,0.106724353855399,0.0648413594600094,"Adra2a",1
"GO:0003841","MF","GO:0003841","1-acylglycerol-3-phosphate O-acyltransferase activity","1/32","12/28438",0.0134223829204934,0.106724353855399,0.0648413594600094,"Agpat5",1
"GO:1901338","MF","GO:1901338","catecholamine binding","1/32","12/28438",0.0134223829204934,0.106724353855399,0.0648413594600094,"Adra2a",1
"GO:0016840","MF","GO:0016840","carbon-nitrogen lyase activity","1/32","13/28438",0.0145330029073554,0.106724353855399,0.0648413594600094,"Srr",1
"GO:0035673","MF","GO:0035673","oligopeptide transmembrane transporter activity","1/32","13/28438",0.0145330029073554,0.106724353855399,0.0648413594600094,"Slco3a1",1
"GO:1990226","MF","GO:1990226","histone methyltransferase binding","1/32","13/28438",0.0145330029073554,0.106724353855399,0.0648413594600094,"Lcorl",1
"GO:0016594","MF","GO:0016594","glycine binding","1/32","14/28438",0.0156424116639762,0.106724353855399,0.0648413594600094,"Srr",1
"GO:0016854","MF","GO:0016854","racemase and epimerase activity","1/32","15/28438",0.0167506104687454,0.106724353855399,0.0648413594600094,"Srr",1
"GO:0042171","MF","GO:0042171","lysophosphatidic acid acyltransferase activity","1/32","15/28438",0.0167506104687454,0.106724353855399,0.0648413594600094,"Agpat5",1
"GO:0045125","MF","GO:0045125","bioactive lipid receptor activity","1/32","15/28438",0.0167506104687454,0.106724353855399,0.0648413594600094,"S1pr3",1
"GO:1990404","MF","GO:1990404","protein ADP-ribosylase activity","1/32","15/28438",0.0167506104687454,0.106724353855399,0.0648413594600094,"Tiparp",1
"GO:0008308","MF","GO:0008308","voltage-gated anion channel activity","1/32","16/28438",0.0178576005987462,0.106724353855399,0.0648413594600094,"Clcn4",1
"GO:1904680","MF","GO:1904680","peptide transmembrane transporter activity","1/32","16/28438",0.0178576005987462,0.106724353855399,0.0648413594600094,"Slco3a1",1
"GO:1990825","MF","GO:1990825","sequence-specific mRNA binding","1/32","16/28438",0.0178576005987462,0.106724353855399,0.0648413594600094,"Nova1",1
"GO:0035613","MF","GO:0035613","RNA stem-loop binding","1/32","17/28438",0.0189633833297588,0.106724353855399,0.0648413594600094,"Arid5a",1
"GO:0005244","MF","GO:0005244","voltage-gated ion channel activity","2/32","192/28438",0.0196934809184397,0.106724353855399,0.0648413594600094,"Scn3b/Clcn4",2
"GO:0022832","MF","GO:0022832","voltage-gated channel activity","2/32","193/28438",0.0198858686267239,0.106724353855399,0.0648413594600094,"Scn3b/Clcn4",2
"GO:0016411","MF","GO:0016411","acylglycerol O-acyltransferase activity","1/32","19/28438",0.0211713316914369,0.106724353855399,0.0648413594600094,"Agpat5",1
"GO:0070492","MF","GO:0070492","oligosaccharide binding","1/32","19/28438",0.0211713316914369,0.106724353855399,0.0648413594600094,"Chid1",1
"GO:0071617","MF","GO:0071617","lysophospholipid acyltransferase activity","1/32","19/28438",0.0211713316914369,0.106724353855399,0.0648413594600094,"Agpat5",1
"GO:0005385","MF","GO:0005385","zinc ion transmembrane transporter activity","1/32","22/28438",0.0244742305612823,0.106724353855399,0.0648413594600094,"Slc39a3",1
"GO:0046965","MF","GO:0046965","retinoid X receptor binding","1/32","22/28438",0.0244742305612823,0.106724353855399,0.0648413594600094,"Arid5a",1
"GO:0015347","MF","GO:0015347","sodium-independent organic anion transmembrane transporter activity","1/32","23/28438",0.0255727956169569,0.106724353855399,0.0648413594600094,"Slco3a1",1
"GO:0003950","MF","GO:0003950","NAD+ ADP-ribosyltransferase activity","1/32","24/28438",0.0266701621677314,0.106724353855399,0.0648413594600094,"Tiparp",1
