"","ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0042277","MF","GO:0042277","peptide binding","6/190","370/28438",0.0385644278360855,0.29740363839693,0.266958037473705,"Ltc4s/Cmklr1/Pparg/Cd1d1/Cd36/Itgb2",6
"GO:0004540","MF","GO:0004540","ribonuclease activity","3/190","113/28438",0.0402783543293538,0.301436123441118,0.270577711729679,"Exd2/Zc3h12c/Ear2",3
"GO:1901618","MF","GO:1901618","organic hydroxy compound transmembrane transporter activity","2/190","49/28438",0.0425389862716273,0.301436123441118,0.270577711729679,"Aqp7/Slc6a4",2
"GO:0140030","MF","GO:0140030","modification-dependent protein binding","4/190","202/28438",0.0469946484742613,0.301436123441118,0.270577711729679,"Brd9/Baz2a/Rnf169/Rrp8",4
"GO:0030170","MF","GO:0030170","pyridoxal phosphate binding","2/190","52/28438",0.0473497363525138,0.301436123441118,0.270577711729679,"Alas2/Gcat",2
"GO:0004879","MF","GO:0004879","nuclear receptor activity","2/190","53/28438",0.0489955676561453,0.301436123441118,0.270577711729679,"Rarg/Pparg",2
"GO:0070279","MF","GO:0070279","vitamin B6 binding","2/190","53/28438",0.0489955676561453,0.301436123441118,0.270577711729679,"Alas2/Gcat",2
"GO:0098531","MF","GO:0098531","ligand-activated transcription factor activity","2/190","53/28438",0.0489955676561453,0.301436123441118,0.270577711729679,"Rarg/Pparg",2
"GO:0003697","MF","GO:0003697","single-stranded DNA binding","3/190","123/28438",0.0496399757865346,0.301436123441118,0.270577711729679,"Jchain/Nol12/Ighm",3
"GO:0048018","MF","GO:0048018","receptor ligand activity","7/190","498/28438",0.0505953843147236,0.301436123441118,0.270577711729679,"Ccl12/Flrt3/Cxcl9/Lep/Stc2/Il7/Cck",7
"GO:0004518","MF","GO:0004518","nuclease activity","4/190","208/28438",0.0513100518176346,0.301436123441118,0.270577711729679,"Exd2/Zc3h12c/Ear2/Mus81",4
"GO:0061630","MF","GO:0061630","ubiquitin protein ligase activity","5/190","310/28438",0.0576584201153408,0.301436123441118,0.270577711729679,"Trim30c/Dcst1/Sh3rf1/Ube4b/Dtx2",5
"GO:0004519","MF","GO:0004519","endonuclease activity","3/190","131/28438",0.0578233408906295,0.301436123441118,0.270577711729679,"Zc3h12c/Ear2/Mus81",3
"GO:0005179","MF","GO:0005179","hormone activity","3/190","131/28438",0.0578233408906295,0.301436123441118,0.270577711729679,"Lep/Stc2/Cck",3
"GO:0008509","MF","GO:0008509","anion transmembrane transporter activity","5/190","312/28438",0.0589418957112548,0.301436123441118,0.270577711729679,"Gabrg1/Abcg3/Apol9a/Cd36/Slc6a4",5
"GO:0004536","MF","GO:0004536","deoxyribonuclease activity","2/190","59/28438",0.0592899644064533,0.301436123441118,0.270577711729679,"Exd2/Mus81",2
"GO:0005126","MF","GO:0005126","cytokine receptor binding","5/190","315/28438",0.0608976394539357,0.301436123441118,0.270577711729679,"Ccl12/Cxcl9/Trip6/Il7/Stap1",5
"GO:0005041","MF","GO:0005041","low-density lipoprotein particle receptor activity","1/190","10/28438",0.0648486108165061,0.301436123441118,0.270577711729679,"Cd36",1
"GO:0008035","MF","GO:0008035","high-density lipoprotein particle binding","1/190","10/28438",0.0648486108165061,0.301436123441118,0.270577711729679,"Cd36",1
"GO:0008296","MF","GO:0008296","3'-5'-exodeoxyribonuclease activity","1/190","10/28438",0.0648486108165061,0.301436123441118,0.270577711729679,"Exd2",1
"GO:0008504","MF","GO:0008504","monoamine transmembrane transporter activity","1/190","10/28438",0.0648486108165061,0.301436123441118,0.270577711729679,"Slc6a4",1
"GO:0017162","MF","GO:0017162","aryl hydrocarbon receptor binding","1/190","10/28438",0.0648486108165061,0.301436123441118,0.270577711729679,"Arntl",1
"GO:0034452","MF","GO:0034452","dynactin binding","1/190","10/28438",0.0648486108165061,0.301436123441118,0.270577711729679,"Gsk3b",1
"GO:0035410","MF","GO:0035410","dihydrotestosterone 17-beta-dehydrogenase activity","1/190","10/28438",0.0648486108165061,0.301436123441118,0.270577711729679,"Akr1c12",1
"GO:0043139","MF","GO:0043139","5'-3' DNA helicase activity","1/190","10/28438",0.0648486108165061,0.301436123441118,0.270577711729679,"Brip1",1
"GO:0047020","MF","GO:0047020","15-hydroxyprostaglandin-D dehydrogenase (NADP+) activity","1/190","10/28438",0.0648486108165061,0.301436123441118,0.270577711729679,"Akr1c12",1
"GO:0047086","MF","GO:0047086","ketosteroid monooxygenase activity","1/190","10/28438",0.0648486108165061,0.301436123441118,0.270577711729679,"Akr1c12",1
"GO:0047115","MF","GO:0047115","trans-1,2-dihydrobenzene-1,2-diol dehydrogenase activity","1/190","10/28438",0.0648486108165061,0.301436123441118,0.270577711729679,"Akr1c12",1
"GO:0047787","MF","GO:0047787","delta4-3-oxosteroid 5beta-reductase activity","1/190","10/28438",0.0648486108165061,0.301436123441118,0.270577711729679,"Akr1c12",1
"GO:0050543","MF","GO:0050543","icosatetraenoic acid binding","1/190","10/28438",0.0648486108165061,0.301436123441118,0.270577711729679,"Pparg",1
"GO:1990763","MF","GO:1990763","arrestin family protein binding","1/190","10/28438",0.0648486108165061,0.301436123441118,0.270577711729679,"Ffar4",1
"GO:0061659","MF","GO:0061659","ubiquitin-like protein ligase activity","5/190","321/28438",0.0649188575076734,0.301436123441118,0.270577711729679,"Trim30c/Dcst1/Sh3rf1/Ube4b/Dtx2",5
"GO:0034987","MF","GO:0034987","immunoglobulin receptor binding","3/190","141/28438",0.0688852862652232,0.301436123441118,0.270577711729679,"Jchain/Igkc/Ighm",3
"GO:0005178","MF","GO:0005178","integrin binding","3/190","142/28438",0.0700407538875203,0.301436123441118,0.270577711729679,"Tspan4/Gsk3b/Itgb2",3
"GO:0140297","MF","GO:0140297","DNA-binding transcription factor binding","6/190","431/28438",0.0701109470947212,0.301436123441118,0.270577711729679,"Rarg/Ciita/Arntl/Pparg/Gsk3b/Kat5",6
"GO:0016627","MF","GO:0016627","oxidoreductase activity, acting on the CH-CH group of donors","2/190","65/28438",0.070251671208923,0.301436123441118,0.270577711729679,"Acaa1b/Akr1c12",2
"GO:0005068","MF","GO:0005068","transmembrane receptor protein tyrosine kinase adaptor activity","1/190","11/28438",0.0710987432192378,0.301436123441118,0.270577711729679,"Stap1",1
"GO:0008330","MF","GO:0008330","protein tyrosine/threonine phosphatase activity","1/190","11/28438",0.0710987432192378,0.301436123441118,0.270577711729679,"Dusp7",1
"GO:0008429","MF","GO:0008429","phosphatidylethanolamine binding","1/190","11/28438",0.0710987432192378,0.301436123441118,0.270577711729679,"Cd300a",1
"GO:0008503","MF","GO:0008503","benzodiazepine receptor activity","1/190","11/28438",0.0710987432192378,0.301436123441118,0.270577711729679,"Gabrg1",1
"GO:0015250","MF","GO:0015250","water channel activity","1/190","11/28438",0.0710987432192378,0.301436123441118,0.270577711729679,"Aqp7",1
"GO:0015378","MF","GO:0015378","sodium:chloride symporter activity","1/190","11/28438",0.0710987432192378,0.301436123441118,0.270577711729679,"Slc6a4",1
"GO:0016634","MF","GO:0016634","oxidoreductase activity, acting on the CH-CH group of donors, oxygen as acceptor","1/190","11/28438",0.0710987432192378,0.301436123441118,0.270577711729679,"Acaa1b",1
"GO:0019107","MF","GO:0019107","myristoyltransferase activity","1/190","11/28438",0.0710987432192378,0.301436123441118,0.270577711729679,"Acaa1b",1
"GO:0034450","MF","GO:0034450","ubiquitin-ubiquitin ligase activity","1/190","11/28438",0.0710987432192378,0.301436123441118,0.270577711729679,"Ube4b",1
"GO:0097677","MF","GO:0097677","STAT family protein binding","1/190","11/28438",0.0710987432192378,0.301436123441118,0.270577711729679,"Pparg",1
"GO:0001540","MF","GO:0001540","amyloid-beta binding","2/190","67/28438",0.0740419844663266,0.301436123441118,0.270577711729679,"Cd36/Itgb2",2
"GO:0015103","MF","GO:0015103","inorganic anion transmembrane transporter activity","3/190","146/28438",0.0747497262459148,0.301436123441118,0.270577711729679,"Gabrg1/Apol9a/Slc6a4",3
"GO:0015245","MF","GO:0015245","fatty acid transmembrane transporter activity","1/190","12/28438",0.0773073209371942,0.301436123441118,0.270577711729679,"Cd36",1
"GO:0016846","MF","GO:0016846","carbon-sulfur lyase activity","1/190","12/28438",0.0773073209371942,0.301436123441118,0.270577711729679,"Ltc4s",1
"GO:0030492","MF","GO:0030492","hemoglobin binding","1/190","12/28438",0.0773073209371942,0.301436123441118,0.270577711729679,"Hp",1
"GO:0042609","MF","GO:0042609","CD4 receptor binding","1/190","12/28438",0.0773073209371942,0.301436123441118,0.270577711729679,"Lck",1
"GO:0045550","MF","GO:0045550","geranylgeranyl reductase activity","1/190","12/28438",0.0773073209371942,0.301436123441118,0.270577711729679,"Akr1c12",1
"GO:1901338","MF","GO:1901338","catecholamine binding","1/190","12/28438",0.0773073209371942,0.301436123441118,0.270577711729679,"Drd1",1
"GO:0098960","MF","GO:0098960","postsynaptic neurotransmitter receptor activity","2/190","69/28438",0.0778964401542494,0.301436123441118,0.270577711729679,"Gabrg1/Drd1",2
"GO:0033218","MF","GO:0033218","amide binding","6/190","446/28438",0.0796327675308345,0.301436123441118,0.270577711729679,"Ltc4s/Cmklr1/Pparg/Cd1d1/Cd36/Itgb2",6
"GO:0070851","MF","GO:0070851","growth factor receptor binding","3/190","153/28438",0.0833177013153236,0.301436123441118,0.270577711729679,"Flrt3/Trip6/Il7",3
"GO:0005078","MF","GO:0005078","MAP-kinase scaffold activity","1/190","13/28438",0.0834746187990789,0.301436123441118,0.270577711729679,"Sh3rf1",1
"GO:0015373","MF","GO:0015373","anion:sodium symporter activity","1/190","13/28438",0.0834746187990789,0.301436123441118,0.270577711729679,"Slc6a4",1
"GO:0016423","MF","GO:0016423","tRNA (guanine) methyltransferase activity","1/190","13/28438",0.0834746187990789,0.301436123441118,0.270577711729679,"Wdr4",1
"GO:0017017","MF","GO:0017017","MAP kinase tyrosine/serine/threonine phosphatase activity","1/190","13/28438",0.0834746187990789,0.301436123441118,0.270577711729679,"Dusp7",1
"GO:0022851","MF","GO:0022851","GABA-gated chloride ion channel activity","1/190","13/28438",0.0834746187990789,0.301436123441118,0.270577711729679,"Gabrg1",1
"GO:0035325","MF","GO:0035325","Toll-like receptor binding","1/190","13/28438",0.0834746187990789,0.301436123441118,0.270577711729679,"Cd36",1
"GO:0035671","MF","GO:0035671","enone reductase activity","1/190","13/28438",0.0834746187990789,0.301436123441118,0.270577711729679,"Akr1c12",1
"GO:0036312","MF","GO:0036312","phosphatidylinositol 3-kinase regulatory subunit binding","1/190","13/28438",0.0834746187990789,0.301436123441118,0.270577711729679,"Fam83a",1
"GO:0051139","MF","GO:0051139","metal ion:proton antiporter activity","1/190","13/28438",0.0834746187990789,0.301436123441118,0.270577711729679,"Slc11a1",1
"GO:1990226","MF","GO:1990226","histone methyltransferase binding","1/190","13/28438",0.0834746187990789,0.301436123441118,0.270577711729679,"Nop56",1
"GO:1990405","MF","GO:1990405","protein antigen binding","1/190","13/28438",0.0834746187990789,0.301436123441118,0.270577711729679,"Lck",1
"GO:0005005","MF","GO:0005005","transmembrane-ephrin receptor activity","1/190","14/28438",0.0896009098255754,0.307283462804639,0.275826451285598,"Epha1",1
"GO:0005372","MF","GO:0005372","water transmembrane transporter activity","1/190","14/28438",0.0896009098255754,0.307283462804639,0.275826451285598,"Aqp7",1
"GO:0047372","MF","GO:0047372","acylglycerol lipase activity","1/190","14/28438",0.0896009098255754,0.307283462804639,0.275826451285598,"Abhd15",1
"GO:0051378","MF","GO:0051378","serotonin binding","1/190","14/28438",0.0896009098255754,0.307283462804639,0.275826451285598,"Slc6a4",1
"GO:0102991","MF","GO:0102991","myristoyl-CoA hydrolase activity","1/190","14/28438",0.0896009098255754,0.307283462804639,0.275826451285598,"Acot1",1
"GO:0016651","MF","GO:0016651","oxidoreductase activity, acting on NAD(P)H","2/190","75/28438",0.0898213198967406,0.307283462804639,0.275826451285598,"Akr1c12/Wdr93",2
"GO:0038024","MF","GO:0038024","cargo receptor activity","2/190","75/28438",0.0898213198967406,0.307283462804639,0.275826451285598,"Cd36/Itgb2",2
"GO:0005525","MF","GO:0005525","GTP binding","5/190","358/28438",0.0929027859078996,0.308775472941397,0.2771657223858,"Ciita/Ift22/Gimap3/Gnl2/Rhod",5
"GO:0042379","MF","GO:0042379","chemokine receptor binding","2/190","77/28438",0.0939092541052644,0.308775472941397,0.2771657223858,"Ccl12/Cxcl9",2
"GO:0003688","MF","GO:0003688","DNA replication origin binding","1/190","15/28438",0.0956864652411803,0.308775472941397,0.2771657223858,"Cdc6",1
"GO:0016307","MF","GO:0016307","phosphatidylinositol phosphate kinase activity","1/190","15/28438",0.0956864652411803,0.308775472941397,0.2771657223858,"Pip5k1a",1
"GO:0016894","MF","GO:0016894","endonuclease activity, active with either ribo- or deoxyribonucleic acids and producing 3'-phosphomonoesters","1/190","15/28438",0.0956864652411803,0.308775472941397,0.2771657223858,"Mus81",1
"GO:0032052","MF","GO:0032052","bile acid binding","1/190","15/28438",0.0956864652411803,0.308775472941397,0.2771657223858,"Akr1c12",1
"GO:0034236","MF","GO:0034236","protein kinase A catalytic subunit binding","1/190","15/28438",0.0956864652411803,0.308775472941397,0.2771657223858,"Gsk3b",1
"GO:0045236","MF","GO:0045236","CXCR chemokine receptor binding","1/190","15/28438",0.0956864652411803,0.308775472941397,0.2771657223858,"Cxcl9",1
"GO:0140098","MF","GO:0140098","catalytic activity, acting on RNA","5/190","366/28438",0.0996561340622271,0.309785260681642,0.278072136829329,"Brip1/Exd2/Zc3h12c/Ear2/Wdr4",5
"GO:0005003","MF","GO:0005003","ephrin receptor activity","1/190","16/28438",0.101731554485953,0.309785260681642,0.278072136829329,"Epha1",1
"GO:0015562","MF","GO:0015562","efflux transmembrane transporter activity","1/190","16/28438",0.101731554485953,0.309785260681642,0.278072136829329,"Abcg3",1
"GO:0030228","MF","GO:0030228","lipoprotein particle receptor activity","1/190","16/28438",0.101731554485953,0.309785260681642,0.278072136829329,"Cd36",1
"GO:0050811","MF","GO:0050811","GABA receptor binding","1/190","16/28438",0.101731554485953,0.309785260681642,0.278072136829329,"Gabrg1",1
"GO:0070403","MF","GO:0070403","NAD+ binding","1/190","16/28438",0.101731554485953,0.309785260681642,0.278072136829329,"Hpgd",1
"GO:0004721","MF","GO:0004721","phosphoprotein phosphatase activity","3/190","170/28438",0.105754665591988,0.309785260681642,0.278072136829329,"Tab1/Lck/Dusp7",3
"GO:0005254","MF","GO:0005254","chloride channel activity","2/190","83/28438",0.106481712253754,0.309785260681642,0.278072136829329,"Gabrg1/Apol9a",2
"GO:0005149","MF","GO:0005149","interleukin-1 receptor binding","1/190","17/28438",0.107736445227198,0.309785260681642,0.278072136829329,"Trip6",1
"GO:0005237","MF","GO:0005237","inhibitory extracellular ligand-gated ion channel activity","1/190","17/28438",0.107736445227198,0.309785260681642,0.278072136829329,"Gabrg1",1
"GO:0005326","MF","GO:0005326","neurotransmitter transmembrane transporter activity","1/190","17/28438",0.107736445227198,0.309785260681642,0.278072136829329,"Slc6a4",1
"GO:0008559","MF","GO:0008559","ABC-type xenobiotic transporter activity","1/190","17/28438",0.107736445227198,0.309785260681642,0.278072136829329,"Abcg3",1
"GO:0016290","MF","GO:0016290","palmitoyl-CoA hydrolase activity","1/190","17/28438",0.107736445227198,0.309785260681642,0.278072136829329,"Acot1",1
"GO:0016209","MF","GO:0016209","antioxidant activity","2/190","84/28438",0.108619412346161,0.309785260681642,0.278072136829329,"Ltc4s/Hp",2
"GO:0019001","MF","GO:0019001","guanyl nucleotide binding","5/190","381/28438",0.11296328449851,0.309785260681642,0.278072136829329,"Ciita/Ift22/Gimap3/Gnl2/Rhod",5
"GO:0032561","MF","GO:0032561","guanyl ribonucleotide binding","5/190","381/28438",0.11296328449851,0.309785260681642,0.278072136829329,"Ciita/Ift22/Gimap3/Gnl2/Rhod",5
"GO:0001758","MF","GO:0001758","retinal dehydrogenase activity","1/190","18/28438",0.113701403371064,0.309785260681642,0.278072136829329,"Akr1c12",1
"GO:0015299","MF","GO:0015299","solute:proton antiporter activity","1/190","18/28438",0.113701403371064,0.309785260681642,0.278072136829329,"Slc11a1",1
"GO:0015377","MF","GO:0015377","cation:chloride symporter activity","1/190","18/28438",0.113701403371064,0.309785260681642,0.278072136829329,"Slc6a4",1
"GO:0033549","MF","GO:0033549","MAP kinase phosphatase activity","1/190","18/28438",0.113701403371064,0.309785260681642,0.278072136829329,"Dusp7",1
"GO:0034185","MF","GO:0034185","apolipoprotein binding","1/190","18/28438",0.113701403371064,0.309785260681642,0.278072136829329,"Lpl",1
"GO:0035497","MF","GO:0035497","cAMP response element binding","1/190","18/28438",0.113701403371064,0.309785260681642,0.278072136829329,"Atf6b",1
"GO:0043295","MF","GO:0043295","glutathione binding","1/190","18/28438",0.113701403371064,0.309785260681642,0.278072136829329,"Ltc4s",1
"GO:0047023","MF","GO:0047023","androsterone dehydrogenase activity","1/190","18/28438",0.113701403371064,0.309785260681642,0.278072136829329,"Akr1c12",1
"GO:0050135","MF","GO:0050135","NAD(P)+ nucleosidase activity","1/190","18/28438",0.113701403371064,0.309785260681642,0.278072136829329,"Il18rap",1
"GO:0061809","MF","GO:0061809","NAD+ nucleotidase, cyclic ADP-ribose generating","1/190","18/28438",0.113701403371064,0.309785260681642,0.278072136829329,"Il18rap",1
"GO:0001846","MF","GO:0001846","opsonin binding","1/190","19/28438",0.119626693074073,0.314625117622562,0.28241653126097,"Itgb2",1
"GO:0004890","MF","GO:0004890","GABA-A receptor activity","1/190","19/28438",0.119626693074073,0.314625117622562,0.28241653126097,"Gabrg1",1
"GO:0016411","MF","GO:0016411","acylglycerol O-acyltransferase activity","1/190","19/28438",0.119626693074073,0.314625117622562,0.28241653126097,"Dgat2",1
"GO:0016780","MF","GO:0016780","phosphotransferase activity, for other substituted phosphate groups","1/190","19/28438",0.119626693074073,0.314625117622562,0.28241653126097,"Pgs1",1
"GO:0043176","MF","GO:0043176","amine binding","1/190","19/28438",0.119626693074073,0.314625117622562,0.28241653126097,"Slc6a4",1
"GO:1900750","MF","GO:1900750","oligopeptide binding","1/190","19/28438",0.119626693074073,0.314625117622562,0.28241653126097,"Ltc4s",1
"GO:0048029","MF","GO:0048029","monosaccharide binding","2/190","91/28438",0.123889238775414,0.322645324425579,0.289615698963851,"Lman2l/Clec4a2",2
"GO:0003953","MF","GO:0003953","NAD+ nucleosidase activity","1/190","20/28438",0.125512576754566,0.322645324425579,0.289615698963851,"Il18rap",1
"GO:0016500","MF","GO:0016500","protein-hormone receptor activity","1/190","20/28438",0.125512576754566,0.322645324425579,0.289615698963851,"Cmklr1",1
"GO:0030169","MF","GO:0030169","low-density lipoprotein particle binding","1/190","20/28438",0.125512576754566,0.322645324425579,0.289615698963851,"Cd36",1
"GO:0005253","MF","GO:0005253","anion channel activity","2/190","94/28438",0.130584338922592,0.324828741154123,0.291575596455291,"Gabrg1/Apol9a",2
"GO:0004032","MF","GO:0004032","alditol:NADP+ 1-oxidoreductase activity","1/190","21/28438",0.131359315104085,0.324828741154123,0.291575596455291,"Akr1c12",1
"GO:0004529","MF","GO:0004529","exodeoxyribonuclease activity","1/190","21/28438",0.131359315104085,0.324828741154123,0.291575596455291,"Exd2",1
"GO:0016895","MF","GO:0016895","exodeoxyribonuclease activity, producing 5'-phosphomonoesters","1/190","21/28438",0.131359315104085,0.324828741154123,0.291575596455291,"Exd2",1
"GO:0050321","MF","GO:0050321","tau-protein kinase activity","1/190","21/28438",0.131359315104085,0.324828741154123,0.291575596455291,"Gsk3b",1
"GO:0050998","MF","GO:0050998","nitric-oxide synthase binding","1/190","21/28438",0.131359315104085,0.324828741154123,0.291575596455291,"Slc6a4",1
"GO:0099095","MF","GO:0099095","ligand-gated anion channel activity","1/190","21/28438",0.131359315104085,0.324828741154123,0.291575596455291,"Gabrg1",1
"GO:0015296","MF","GO:0015296","anion:cation symporter activity","1/190","22/28438",0.137167167098673,0.330291734205819,0.296479335735935,"Slc6a4",1
"GO:0048156","MF","GO:0048156","tau protein binding","1/190","22/28438",0.137167167098673,0.330291734205819,0.296479335735935,"Gsk3b",1
"GO:0050431","MF","GO:0050431","transforming growth factor beta binding","1/190","22/28438",0.137167167098673,0.330291734205819,0.296479335735935,"Cd36",1
"GO:0003727","MF","GO:0003727","single-stranded RNA binding","2/190","97/28438",0.137361112381171,0.330291734205819,0.296479335735935,"Zfr2/Pabpc1l",2
"GO:0004896","MF","GO:0004896","cytokine receptor activity","2/190","97/28438",0.137361112381171,0.330291734205819,0.296479335735935,"Il2rb/Il18rap",2
"GO:0060090","MF","GO:0060090","molecular adaptor activity","5/190","407/28438",0.137924020877155,0.330291734205819,0.296479335735935,"Jchain/Sh2d1b1/Ippk/Sh3rf1/Stap1",5
"GO:0016410","MF","GO:0016410","N-acyltransferase activity","2/190","99/28438",0.141921433706262,0.336974390956467,0.302477880141374,"Alas2/Kat5",2
"GO:0043395","MF","GO:0043395","heparan sulfate proteoglycan binding","1/190","23/28438",0.142936390010106,0.336974390956467,0.302477880141374,"Lpl",1
"GO:0070840","MF","GO:0070840","dynein complex binding","1/190","23/28438",0.142936390010106,0.336974390956467,0.302477880141374,"Gsk3b",1
"GO:0004842","MF","GO:0004842","ubiquitin-protein transferase activity","5/190","415/28438",0.146059645187069,0.342562569897508,0.307493989867514,"Trim30c/Dcst1/Sh3rf1/Ube4b/Dtx2",5
"GO:0015491","MF","GO:0015491","cation:cation antiporter activity","1/190","24/28438",0.148667239417041,0.343368497130729,0.308217413271771,"Slc11a1",1
"GO:0017075","MF","GO:0017075","syntaxin-1 binding","1/190","24/28438",0.148667239417041,0.343368497130729,0.308217413271771,"Slc6a4",1
"GO:0070530","MF","GO:0070530","K63-linked polyubiquitin modification-dependent protein binding","1/190","24/28438",0.148667239417041,0.343368497130729,0.308217413271771,"Rnf169",1
"GO:0008168","MF","GO:0008168","methyltransferase activity","3/190","202/28438",0.153386101014249,0.347692009867972,0.312098322333772,"Wdr4/Mettl18/Rrp8",3
"GO:0042610","MF","GO:0042610","CD8 receptor binding","1/190","25/28438",0.154359969216111,0.347692009867972,0.312098322333772,"Lck",1
"GO:0050780","MF","GO:0050780","dopamine receptor binding","1/190","25/28438",0.154359969216111,0.347692009867972,0.312098322333772,"Drd1",1
"GO:0070412","MF","GO:0070412","R-SMAD binding","1/190","25/28438",0.154359969216111,0.347692009867972,0.312098322333772,"Pparg",1
"GO:0090482","MF","GO:0090482","vitamin transmembrane transporter activity","1/190","25/28438",0.154359969216111,0.347692009867972,0.312098322333772,"Abcg3",1
"GO:0030674","MF","GO:0030674","protein-macromolecule adaptor activity","4/190","313/28438",0.15816561674117,0.351723422188313,0.315717033682048,"Jchain/Sh2d1b1/Sh3rf1/Stap1",4
"GO:0001848","MF","GO:0001848","complement binding","1/190","26/28438",0.160014831632925,0.351723422188313,0.315717033682048,"Itgb2",1
"GO:0004181","MF","GO:0004181","metallocarboxypeptidase activity","1/190","26/28438",0.160014831632925,0.351723422188313,0.315717033682048,"Cpa3",1
"GO:0004602","MF","GO:0004602","glutathione peroxidase activity","1/190","26/28438",0.160014831632925,0.351723422188313,0.315717033682048,"Ltc4s",1
"GO:0019825","MF","GO:0019825","oxygen binding","1/190","26/28438",0.160014831632925,0.351723422188313,0.315717033682048,"Haao",1
"GO:0072341","MF","GO:0072341","modified amino acid binding","2/190","109/28438",0.165170701298874,0.355714335590766,0.319299392039832,"Ltc4s/Cd300a",2
"GO:0003785","MF","GO:0003785","actin monomer binding","1/190","27/28438",0.165632077233014,0.355714335590766,0.319299392039832,"Myl4",1
"GO:0005104","MF","GO:0005104","fibroblast growth factor receptor binding","1/190","27/28438",0.165632077233014,0.355714335590766,0.319299392039832,"Flrt3",1
"GO:0008266","MF","GO:0008266","poly(U) RNA binding","1/190","27/28438",0.165632077233014,0.355714335590766,0.319299392039832,"Pabpc1l",1
"GO:0030594","MF","GO:0030594","neurotransmitter receptor activity","2/190","110/28438",0.167531961096835,0.355714335590766,0.319299392039832,"Gabrg1/Drd1",2
"GO:0019787","MF","GO:0019787","ubiquitin-like protein transferase activity","5/190","437/28438",0.169449548548999,0.355714335590766,0.319299392039832,"Trim30c/Dcst1/Sh3rf1/Ube4b/Dtx2",5
"GO:0016741","MF","GO:0016741","transferase activity, transferring one-carbon groups","3/190","213/28438",0.171098697833809,0.355714335590766,0.319299392039832,"Wdr4/Mettl18/Rrp8",3
"GO:0004745","MF","GO:0004745","NAD-retinol dehydrogenase activity","1/190","28/28438",0.171211954932698,0.355714335590766,0.319299392039832,"Akr1c12",1
"GO:0005184","MF","GO:0005184","neuropeptide hormone activity","1/190","28/28438",0.171211954932698,0.355714335590766,0.319299392039832,"Cck",1
"GO:0016702","MF","GO:0016702","oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen","1/190","28/28438",0.171211954932698,0.355714335590766,0.319299392039832,"Haao",1
"GO:0030247","MF","GO:0030247","polysaccharide binding","1/190","28/28438",0.171211954932698,0.355714335590766,0.319299392039832,"Clec7a",1
"GO:0047617","MF","GO:0047617","acyl-CoA hydrolase activity","1/190","28/28438",0.171211954932698,0.355714335590766,0.319299392039832,"Acot1",1
"GO:0000175","MF","GO:0000175","3'-5'-exoribonuclease activity","1/190","29/28438",0.176754712009882,0.357437306508873,0.320845980162968,"Exd2",1
"GO:0015298","MF","GO:0015298","solute:cation antiporter activity","1/190","29/28438",0.176754712009882,0.357437306508873,0.320845980162968,"Slc11a1",1
"GO:0016701","MF","GO:0016701","oxidoreductase activity, acting on single donors with incorporation of molecular oxygen","1/190","29/28438",0.176754712009882,0.357437306508873,0.320845980162968,"Haao",1
"GO:0017147","MF","GO:0017147","Wnt-protein binding","1/190","29/28438",0.176754712009882,0.357437306508873,0.320845980162968,"Apcdd1",1
"GO:0045499","MF","GO:0045499","chemorepellent activity","1/190","29/28438",0.176754712009882,0.357437306508873,0.320845980162968,"Flrt3",1
"GO:0140359","MF","GO:0140359","ABC-type transporter activity","1/190","29/28438",0.176754712009882,0.357437306508873,0.320845980162968,"Abcg3",1
"GO:0061629","MF","GO:0061629","RNA polymerase II-specific DNA-binding transcription factor binding","4/190","329/28438",0.178816503335641,0.358730743306079,0.322007006137093,"Rarg/Arntl/Pparg/Gsk3b",4
"GO:0004190","MF","GO:0004190","aspartic-type endopeptidase activity","1/190","30/28438",0.182260594114783,0.358730743306079,0.322007006137093,"Sppl2b",1
"GO:0016289","MF","GO:0016289","CoA hydrolase activity","1/190","30/28438",0.182260594114783,0.358730743306079,0.322007006137093,"Acot1",1
"GO:0051393","MF","GO:0051393","alpha-actinin binding","1/190","30/28438",0.182260594114783,0.358730743306079,0.322007006137093,"Pparg",1
"GO:0140097","MF","GO:0140097","catalytic activity, acting on DNA","3/190","223/28438",0.187682128108474,0.358730743306079,0.322007006137093,"Brip1/Exd2/Mus81",3
"GO:0004364","MF","GO:0004364","glutathione transferase activity","1/190","31/28438",0.187729845280588,0.358730743306079,0.322007006137093,"Ltc4s",1
"GO:0008106","MF","GO:0008106","alcohol dehydrogenase (NADP+) activity","1/190","31/28438",0.187729845280588,0.358730743306079,0.322007006137093,"Akr1c12",1
"GO:0008143","MF","GO:0008143","poly(A) binding","1/190","31/28438",0.187729845280588,0.358730743306079,0.322007006137093,"Pabpc1l",1
"GO:0008187","MF","GO:0008187","poly-pyrimidine tract binding","1/190","31/28438",0.187729845280588,0.358730743306079,0.322007006137093,"Pabpc1l",1
"GO:0051059","MF","GO:0051059","NF-kappaB binding","1/190","31/28438",0.187729845280588,0.358730743306079,0.322007006137093,"Gsk3b",1
"GO:0070001","MF","GO:0070001","aspartic-type peptidase activity","1/190","31/28438",0.187729845280588,0.358730743306079,0.322007006137093,"Sppl2b",1
